Name,OK 43.32,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.04,0.9,0.9,13.3,22.9,2.6,0.08,15,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,60-130,34,0.61,35,47,2.2,,,,
4.0x450,110-170,36,0.61,18,71,3,,,,
5.0x450,170-230,40,0.63,11,79,4.3,,,,
,,,,,,,,,,
Name,OK 67.75,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,N,Ferrite-FN,,,
wt%,0.04,2,0.3,12.9,23.5,0.06,11,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-80,22,0.73,78,42,1.1,,,,
3.2x350,80-110,24,0.73,39,60,1.5,,,,
4.0x350,80-150,26,0.73,25,62,2.3,,,,
5.0x350,160-220,27,0.73,17,65,3.4,,,,
,,,,,,,,,,
Name,OK 310Mo-L,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.038,4.4,0.4,21.7,24.2,2.4,0.14,0,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,70-100,24,0.56,50,62,1.1,,,,
4.0x350,100-140,25,0.55,33,62,1.7,,,,
,,,,,,,,,,
Name,OK 68.15,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,,,,,
wt%,0.04,0.3,0.4,0.1,12.9,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,65-115,25,0.62,73,48,1,,,,
3.2x450,90-160,25,0.63,33,71,1.5,,,,
4.0x450,120-220,30,0.57,24,73,2,,,,
,,,,,,,,,,
Name,OK 68.17,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.02,0.6,0.4,4.6,12,0.6,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,55-100,21,0.62,73,61,0.8,,,,
3.2x350,65-135,21,0.59,45,66,1.2,,,,
4.0x450,90-190,24,0.59,23,92,1.7,,,,
,,,,,,,,,,
Name,OK 68.25,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,,,,
wt%,0.04,0.6,0.4,4.5,12.2,0.6,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x450,90-150,28,0.64,35,63,1.6,,,,
4.0x450,110-190,28,0.66,22,73,2.2,,,,
5.0x450,140-250,27,0.67,14,86,3.1,,,,
,,,,,,,,,,
Name,OK 68.53,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Si,Ni,Cr,Mo,N,Ferrite-FN,,,
wt%,0.03,0.6,10.3,25.2,4,0.25,39,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,55-85,22,0.6,94,43,0.9,,,,
3.2x350,70-110,22,0.6,47,62,1.2,,,,
4.0x350,80-150,23,0.6,32,67,1.7,,,,
,,,,,,,,,,
Name,OK 68.55,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.03,0.9,0.6,10.4,25.2,4.3,0.23,45,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-80,23,0.62,93,48,0.8,,,,
3.2x350,60-100,23,0.63,46,68,1.1,,,,
4.0x350,100-140,23,0.62,32,70,1.6,,,,
,,,,,,,,,,
Name,OK 68.81,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.13,0.9,0.7,10.2,28.9,0.04,0.09,40,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,40-60,22,0.64,123,41,0.7,,,,
2.5x300,50-85,24,0.64,78,48,0.9,,,,
3.2x350,60-125,25,0.62,42,65,1.3,,,,
4.0x350,80-175,26,0.62,26,66,2,,,,
5.0x350,150-240,28,0.65,17,68,3.2,,,,
,,,,,,,,,,
Name,OK 68.82,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.13,0.6,1.1,9.9,29.1,0.2,0.1,40,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.0x300,40-60,26,0.54,166,33,0.7,,,,
2.5x300,50-85,25,0.52,104,45,1,,,,
3.2x350,55-120,26,0.52,55,57,1.3,,,,
4.0x350,75-170,30,0.55,36,60,2,,,,
,,,,,,,,,,
Name,OK 69.25,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,N,Ferrite-FN,,
wt%,0.04,6.5,0.5,16,19,3,0.15,0,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,70-100,24,0.62,46,72,1.2,,,,
4.0x350,100-140,25,0.64,29,74,1.8,,,,
,,,,,,,,,,
Name,OK 69.33,,,,,,,,,
Material,STAINLESS STEEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Cu,N,Ferrite-FN,
wt%,0.03,1,0.5,25.5,20.5,4.8,1.7,0.1,0,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,60-85,24,0.6,91,44,0.9,,,,
3.2x350,85-130,27,0.58,41,60,1.5,,,,
4.0x350,95-180,29,0.51,30,64,1.9,,,,
,,,,,,,,,,
Name,OK NiCu 1,,,,,,,,,
Material,NICKEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Ni,Cu,Fe,,,,,
wt%,0.3,0.9,65,31,3,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-100,18,0.6,96,66,0.6,,,,
3.2x350,60-125,18,0.65,49,97,0.8,,,,
4.0x350,90-140,18,0.65,32,130,0.9,,,,
,,,,,,,,,,
Name,OK NiCu-7,,,,,,,,,
Material,NICKEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cu,Fe,Ti,,,
wt%,0.02,3,0.5,66,29,1.9,0.4,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-70,22,0.63,83,45,1,,,,
3.2x350,70-120,26,0.63,42,52,1.6,,,,
4.0x350,120-140,28,0.63,28,54,2.4,,,,
,,,,,,,,,,
Name,OK NiCrFe-2,,,,,,,,,
Material,NICKEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Fe,Nb,,
wt%,0.03,2.7,0.5,69,16.1,1.9,7.7,1.9,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-80,22,0.63,91,45,0.9,,,,
3.2x350,70-105,23,0.62,57,57,1.3,,,,
4.0x350,95-140,24,0.65,31,58,2.1,,,,
,,,,,,,,,,
Name,OK NiCrFe-3,,,,,,,,,
Material,NICKEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Fe,Nb,,,
wt%,0.04,6.7,0.8,71,15.6,6.3,1.7,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,50-70,22,0.63,88,50,0.9,,,,
3.2x350,65-105,23,0.62,57,60,1.2,,,,
4.0x350,75-150,24,0.64,31,60,2,,,,
5.0x350,120-170,25,0.64,20,68,2.7,,,,
,,,,,,,,,,
Name,OK NiCrMo-3,,,,,,,,,
Material,NICKEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Fe,Nb,,
wt%,0.03,0.2,0.4,62.8,21.7,9.3,2,3.3,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,55-75,23,0.55,100,40,0.9,,,,
3.2x350,65-100,25,0.56,49,52,1.4,,,,
4.0x350,80-140,27,0.58,33,57,1.9,,,,
5.0x350,120-170,24,0.58,21,72,2.1,,,,
,,,,,,,,,,
Name,OK NiCrMo-5,,,,,,,,,
Material,NICKEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Fe,W,,
wt%,0.05,0.9,0.5,57.5,15.5,16.4,5.5,3.5,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,65-110,18,0.61,56,62,1.1,,,,
3.2x350,110-150,18,0.63,28,86,1.6,,,,
4.0x350,160-200,20,0.64,19,89,2.3,,,,
5.0x350,190-250,20,0.65,11,106,3.1,,,,
,,,,,,,,,,
Name,OK NiCrMo-13,,,,,,,,,
Material,Unknown,Process type,Unknown,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Fe,,,
wt%,0.013,0.17,0.16,61,22.6,15.2,0.6,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,60-90,27,0.61,46,58,3.95,,,,
,,,,,,,,,,
Name,OK 92.55,,,,,,,,,
Material,NICKEL,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Cr,Mo,Fe,Nb,W,
wt%,0.05,3,0.3,69.4,12.9,6.2,5,1.3,1.6,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,65-115,23,0.7,55,70,1.1,,,,
3.2x350,70-150,22,0.66,34,68,1.5,,,,
4.0x350,120-200,22,0.67,23,82,1.9,,,,
5.0x350,150-240,23,0.68,14,91,2.8,,,,
,,,,,,,,,,
Name,OK GPC,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
2.5x350,100-120,43,,,,,,,,
3.2x350,130-180,43,,,,,,,,
4.0x350,170-230,48,,,,,,,,
5.0x450,230-300,48,,,,,,,,
,,,,,,,,,,
Name,OK 13Mn,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,1.08,12.2,0.7,,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x450,95-135,23,0.6,36,95,1.1,,,,
4.0x450,130-180,23,0.6,24,109,1.4,,,,
5.0x450,170-230,25,0.6,15,132,1.8,,,,
,,,,,,,,,,
Name,OK 14MnNi,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,,,,,,
wt%,0.67,13.2,0.2,3,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x450,100-160,30,0.54,27,90,1.5,,,,
4.0x450,130-210,30,0.54,18,105,2,,,,
5.0x450,170-300,31,0.56,11,114,2.9,,,,
,,,,,,,,,,
Name,OK Tooltrode 50,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,Co,Nb,W,,,
wt%,0.32,0.9,1.1,1.8,2.1,0.8,7.9,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,70-110,22,0.65,72,53,0.9,,,,
3.2x350,100-150,23,0.63,45,62,1.3,,,,
4.0x350,130-190,23,0.63,30,75,1.7,,,,
5.0x350,180-250,25,0.66,18,88,2.2,,,,
,,,,,,,,,,
Name,OK Tooltrode 60,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,V,W,,,
wt%,0.93,1.4,1.4,4.7,7.3,1.6,1.39,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,80-110,23,0.55,67,67,0.8,,,,
3.2x350,100-150,23,0.57,40,82,1.1,,,,
4.0x350,120-190,25,0.58,27,97,1.4,,,,
,,,,,,,,,,
Name,OK Weartrode 30,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,0.1,0.7,0.7,3.2,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,60-90,20,0.64,69,75,0.7,,,,
3.2x450,100-140,21,0.66,34,88,1.2,,,,
4.0x450,140-190,22,0.66,23,92,1.7,,,,
5.0x450,190-260,23,0.68,15,86,2.8,,,,
6.0x450,230-320,23,0.68,11,92,3.7,,,,
,,,,,,,,,,
Name,OK Weartrode 30 HD,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,0.1,0.8,0.7,3,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x450,110-180,26,0.67,23,66,2.4,,,,
4.0x450,160-240,30,0.67,15,69,3.4,,,,
5.0x450,230-330,42,0.68,10,73,5,,,,
,,,,,,,,,,
Name,OK Weartrode 45,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,0.3,2,0.8,1.3,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x450,100-130,24,0.63,35.3,94,1.1,,,,
4.0x450,130-180,26,0.6,25,105,1.4,,,,
5.0x450,180-220,25,0.64,15.4,124,1.9,,,,
,,,,,,,,,,
Name,OK Weartrode 50,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,,,,,
wt%,0.46,0.4,0.5,6,0.5,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,60-120,28,0.46,88,49,0.8,,,,
3.2x350,90-160,30,0.46,52,59,1.2,,,,
4.0x450,125-210,33,0.48,26,82,1.7,,,,
5.0x450,160-260,37,0.48,16,86,2.6,,,,
,,,,,,,,,,
Name,OK Weartrode 55,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,0.5,0.6,1.4,5.7,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x450,100-130,23,0.65,46,72.8,1.1,,,,
4.0x450,130-180,24,0.64,24,107,1.4,,,,
5.0x450,180-220,24,0.64,15,126,1.9,,,,
6.0x450,210-270,25,0.66,10.3,140,2.5,,,,
,,,,,,,,,,
Name,OK Weartrode 55 HD,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,0.67,0.7,0.7,10.4,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,75-110,23,0.67,58,62,1,,,,
3.2x450,110-150,23,0.67,27,95,1.4,,,,
4.0x450,145-200,24,0.67,18,107,1.9,,,,
5.0x450,190-270,26,0.66,12,110,2.8,,,,
,,,,,,,,,,
Name,OK Weartrode 60,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,0.8,0.4,4.5,2,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x450,100-140,23,0.68,34,87,1.2,,,,
4.0x450,140-190,25,0.68,22,90,1.8,,,,
,,,,,,,,,,
Name,OK Weartrode 60 T,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,,,,,,
wt%,4.8,1,0.7,34.3,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,90-120,24,0.62,48,60,1.2,,,,
3.2x350,115-170,24,0.62,26,85,1.6,,,,
4.0x450,130-210,26,0.64,14,135,2,,,,
5.0x450,150-300,26,0.64,9,140,2.9,,,,
,,,,,,,,,,
Name,OK Weartrode 62,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,V,Ti,,,,
wt%,2.9,0.4,1.9,6.2,5.2,4.9,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,70-100,17,0.63,71,105,0.5,,,,
3.2x350,100-150,17,0.6,44,110,0.7,,,,
4.0x350,115-200,17,0.64,27,120,1,,,,
,,,,,,,,,,
Name,OK Weartrode 65 T,,,,,,,,,
Material,HARDFACING,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Cr,Mo,V,Nb,W,,
wt%,6,0.7,1.9,24.5,6.6,0.8,5.4,1.7,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
3.2x350,150-170,22,0.72,22,132,1.2,,,,
4.0x350,220-250,23,0.71,15,123,2,,,,
,,,,,,,,,,
Name,OK AlMn1,,,,,,,,,
Material,ALUMINUM,Process type,SMAW,,,,,,,
Elements,Mn,Si,Al,Fe,,,,,,
wt%,1.3,0.1,98.1,0.3,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.4x350,50-90,25,0.41,294,24,0.51,,,,
3.2x350,70-120,21,0.89,88,23,1.74,,,,
,,,,,,,,,,
Name,OK AlSi5,,,,,,,,,
Material,ALUMINUM,Process type,SMAW,,,,,,,
Elements,Si,Al,Fe,,,,,,,
wt%,4.9,94.9,0.2,,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.4x350,50-90,25,0.37,333,24,0.45,,,,
3.2x350,70-120,23,0.47,166,27,0.8,,,,
,,,,,,,,,,
Name,OK AlSi12,,,,,,,,,
Material,ALUMINUM,Process type,SMAW,,,,,,,
Elements,Si,Al,Fe,,,,,,,
wt%,12.4,87.4,0.2,,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.4x350,50-90,23,0.42,294,23,0.54,,,,
3.2x350,70-120,23,0.45,176,30,0.69,,,,
,,,,,,,,,,
Name,OK Ni-CI,,,,,,,,,
Material,CAST IRON,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Al,Cu,Fe,,,
wt%,1,0.2,0.3,93.5,0.1,0.3,4.5,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,55-110,21,0.71,83,46,0.9,,,,
3.2x350,80-140,20,0.68,45,66,1.2,,,,
4.0x350,100-190,19,0.7,29,71,1.7,,,,
,,,,,,,,,,
Name,OK NiFe-CI,,,,,,,,,
Material,CAST IRON,Process type,SMAW,,,,,,,
Elements,C,Mn,Si,Ni,Al,Cu,Fe,,,
wt%,0.9,0.6,0.5,53,0.4,0.9,44,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,60-100,22,0.7,85,45,0.8,,,,
3.2x350,80-150,23,0.7,44,56,1.2,,,,
4.0x350,100-200,23,0.7,30,59,1.6,,,,
,,,,,,,,,,
Name,OK 94.25,,,,,,,,,
Material,COPPER,Process type,SMAW,,,,,,,
Elements,Mn,Cu,Sn,,,,,,,
wt%,0.4,93,6.5,,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x350,60-90,22,0.71,77,39,1.2,,,,
3.2x350,90-125,24,0.72,46,40,1.9,,,,
4.0x350,125-170,25,0.74,30.5,41,2.9,,,,
,,,,,,,,,,
Name,OK 94.35,,,,,,,,,
Material,COPPER,Process type,SMAW,,,,,,,
Elements,Mn,Ni,Cu,Fe,,,,,,
wt%,1.6,30,67,0.6,,,,,,
Diameter [mm],Current [A],Voltage [V],kg weld metal/kg electrodes,Number of electrodes/kg weld metal, Fusion time per electrode at 90% I max [s], Deposition rate 90% I max [kg/h],,,,
2.5x300,55-70,22,0.64,93,49,3.9,,,,
3.2x350,70-120,23,0.66,48,50,4.4,,,,
,,,,,,,,,,
Name,OK AristoRod 12.50,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.08,1.46,0.85,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-200,18-24,3.2-10.0,0.8-2.5,,,,,,
0.9,70-250,18-26,3.0-12.0,0.8-3.3,,,,,,
1,80-300,18-32,2.7-15.0,1.0-5.5,,,,,,
1.14,100-350,18-34,2.6-15.0,1.2-7.0,,,,,,
1.2,120-380,18-35,2.5-15.0,1.3-8.0,,,,,,
1.32,130-400,19-35,2.4-15.0,1.5-8.5,,,,,,
1.4,150-420,22-36,2.3-15.0,1.6-8.7,,,,,,
1.6,225-550,28-38,2.3-15.0,2.1-11.4,,,,,,
,,,,,,,,,,
Name,OK AristoRod 12.57,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.074,1.05,0.55,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.9,70-250,18-26,3.0-12.0,0.8-3.3,,,,,,
1,80-300,18-32,2.7-15,1-5.6,,,,,,
1.2,120-380,18-34,2.5-15,1.3-8,,,,,,
1.6,120-380,18-34,2.5-15,1.3-8,,,,,,
,,,,,,,,,,
Name,OK AristoRod 12.62,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.06,1.1,0.6,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-200,18-24,3.2-10.0,0.8-2.5,,,,,,
0.9,70-250,18-26,3.0-12.0,0.8-3.3,,,,,,
1,80-300,18-32,2.7-15.0,1.0-5.5,,,,,,
1.2,120-380,18-35,2.5-15.0,1.3-8.0,,,,,,
1.6,225-550,28-38,2.3-15.0,2.1-11.4,,,,,,
,,,,,,,,,,
Name,OK AristoRod 12.63,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.074,1.68,0.95,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.8,60-185,18-24,3.2-10,0.8-2.5,,,,,,
0.9,70-250,18-26,12-Mar,0.8-3.3,,,,,,
1,80-300,18-32,2.7-15,1-5.5,,,,,,
1.2,120-380,18-35,2.3-15,1.2-8,,,,,,
1.4,120-380,18-35,2.3-15,1.2-8,,,,,,
1.6,120-380,18-35,2.3-15,1.2-8,,,,,,
,,,,,,,,,,
Name,OK Autrod 12.51,,,,,,,,,
Material,STEEL,Process type,GMAW,,,,,,,
Elements,C,Mn,Si,,,,,,,
wt%,0.078,1.46,0.85,,,,,,,
Diameter [mm],Current [A],Voltage [V],Wire Feed Speed [m/min],Deposition Rate [kg/h], Efficiency [%],,,,,
0.6,30-100,15-20,5.5-13,0.7-1.7,,,,,,
0.8,60-200,18-24,3.2-13,0.8-3.0,,,,,,
0.9,70-250,18-26,3.0-12,0.9-3.6,,,,,,
1,80-300,18-32,2.7-15,1.0-5.6,,,,,,
1.2,120-380,18-34,2.5-15,1.3-8.0,,,,,,
1.4,150-420,22-36,2.3-12,1.6-8.7,,,,,,
1.6,225-550,28-38,2.3-12,2.1-11.4,,,,,,
